1 1 1 1 64
1 2 1 1 64
1 3 1 1 64
1 4 1 1 64
1 5 1 1 64
1 6 1 1 64
1 1 0 1 41
1 2 0 1 41
1 3 0 1 41
1 4 0 1 41
1 5 0 1 41
1 6 0 1 41
1 1 1 1 77
1 2 1 1 77
1 3 1 1 77
1 4 1 1 77
1 5 1 1 77
1 6 1 1 77
1 1 1 1 54
1 2 1 1 54
1 3 1 1 54
1 4 1 1 54
1 5 1 1 54
1 6 1 1 54
1 1 1 1 66
1 2 1 1 66
1 3 1 1 66
1 4 1 1 66
1 5 1 1 66
1 6 1 1 66
1 1 0 1 56
1 2 0 1 56
1 3 0 1 56
1 4 0 1 56
1 5 0 1 56
1 6 0 1 56
1 1 0 1 81
1 2 0 1 81
1 3 0 1 81
1 4 0 1 81
1 5 0 1 81
1 6 0 1 81
1 1 1 1 24
1 2 1 1 24
1 3 1 1 24
1 4 1 1 24
1 5 1 1 24
1 6 1 1 24
1 1 1 1 56
1 2 1 1 56
1 3 1 1 56
1 4 1 1 56
1 5 1 1 56
1 6 1 1 56
1 1 1 1 29
1 2 1 1 29
1 3 1 1 29
1 4 1 1 29
1 5 1 1 29
1 6 1 1 29
1 1 0 1 65
1 2 0 1 65
1 3 0 1 65
1 4 0 1 65
1 5 0 1 65
1 6 0 1 65
1 1 1 1 68
1 2 1 1 68
1 3 1 1 68
1 4 1 1 68
1 5 1 1 68
1 6 1 1 68
1 1 0 1 77
1 2 0 1 77
1 3 0 1 77
1 4 0 1 77
1 5 0 1 77
1 6 0 1 77
1 1 0 1 35
1 2 0 1 35
1 3 0 1 35
1 4 0 1 35
1 5 0 1 35
1 6 0 1 35
1 1 0 1 66
1 2 0 1 66
1 3 0 1 66
1 4 0 1 66
1 5 0 1 66
1 6 0 1 66
1 1 1 1 70
1 2 1 1 70
1 3 1 1 70
1 4 1 1 70
1 5 1 1 70
1 6 1 1 70
1 1 0 1 79
1 2 0 1 79
1 3 0 1 79
1 4 0 1 79
1 5 0 1 79
1 6 0 1 79
1 1 1 1 65
1 2 1 1 65
1 3 1 1 65
1 4 1 1 65
1 5 1 1 65
1 6 1 1 65
1 1 1 1 61
1 2 1 1 61
1 3 1 1 61
1 4 1 1 61
1 5 1 1 61
1 6 1 1 61
1 1 1 1 67
1 2 1 1 67
1 3 1 1 67
1 4 1 1 67
1 5 1 1 67
1 6 1 1 67
1 1 1 1 32
1 2 1 1 32
1 3 1 1 32
1 4 1 1 32
1 5 1 1 32
1 6 1 1 32
1 1 1 1 33
1 2 1 1 33
1 3 1 1 33
1 4 1 1 33
1 5 1 1 33
1 6 1 1 33
1 1 1 0 20
1 2 1 0 20
1 3 1 0 20
1 4 1 0 20
1 5 1 0 20
1 6 1 0 20
1 1 1 0 50
1 2 1 0 50
1 3 1 0 50
1 4 1 0 50
1 5 1 0 50
1 6 1 0 50
1 1 1 0 40
1 2 1 0 40
1 3 1 0 40
1 4 1 0 40
1 5 1 0 40
1 6 1 0 40
1 1 0 0 54
1 2 0 0 54
1 3 0 0 54
1 4 0 0 54
1 5 0 0 54
1 6 0 0 54
1 1 0 0 34
1 2 0 0 34
1 3 0 0 34
1 4 0 0 34
1 5 0 0 34
1 6 0 0 34
1 1 1 0 34
1 2 1 0 34
1 3 1 0 34
1 4 1 0 34
1 5 1 0 34
1 6 1 0 34
1 1 1 0 56
1 2 1 0 56
1 3 1 0 56
1 4 1 0 56
1 5 1 0 56
1 6 1 0 56
1 1 1 0 82
1 2 1 0 82
1 3 1 0 82
1 4 1 0 82
1 5 1 0 82
1 6 1 0 82
1 1 0 0 56
1 2 0 0 56
1 3 0 0 56
1 4 0 0 56
1 5 0 0 56
1 6 0 0 56
1 1 0 0 52
1 2 0 0 52
1 3 0 0 52
1 4 0 0 52
1 5 0 0 52
1 6 0 0 52
1 1 1 0 65
1 2 1 0 65
1 3 1 0 65
1 4 1 0 65
1 5 1 0 65
1 6 1 0 65
1 1 1 0 53
1 2 1 0 53
1 3 1 0 53
1 4 1 0 53
1 5 1 0 53
1 6 1 0 53
1 1 1 0 40
1 2 1 0 40
1 3 1 0 40
1 4 1 0 40
1 5 1 0 40
1 6 1 0 40
1 1 1 0 58
1 2 1 0 58
1 3 1 0 58
1 4 1 0 58
1 5 1 0 58
1 6 1 0 58
1 1 0 0 63
1 2 0 0 63
1 3 0 0 63
1 4 0 0 63
1 5 0 0 63
1 6 0 0 63
1 1 1 0 41
1 2 1 0 41
1 3 1 0 41
1 4 1 0 41
1 5 1 0 41
1 6 1 0 41
1 1 0 0 72
1 2 0 0 72
1 3 0 0 72
1 4 0 0 72
1 5 0 0 72
1 6 0 0 72
1 1 1 0 60
1 2 1 0 60
1 3 1 0 60
1 4 1 0 60
1 5 1 0 60
1 6 1 0 60
1 1 0 0 61
1 2 0 0 61
1 3 0 0 61
1 4 0 0 61
1 5 0 0 61
1 6 0 0 61
